Unique ID,Indicator ID,Name,Measure,Measure.1,Measure.2,Measure.3,Geo Place Name,Time Period,Start_Date,Data Value,Air Quality Class
151472,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,504,South Beach - Tottenville,2009-2011,01-01-2009,29.8,Class 2 (Moderate Air Quality)
151473,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,1,New York City,2009-2011,01-01-2009,108.6,Class 5 (Hazardous Air Quality)
151474,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2009-2011,01-01-2009,146.7,Class 5 (Hazardous Air Quality)
151475,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,2,Brooklyn,2009-2011,01-01-2009,101.0,Class 5 (Hazardous Air Quality)
151476,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,3,Manhattan,2009-2011,01-01-2009,135.7,Class 5 (Hazardous Air Quality)
151477,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,4,Queens,2009-2011,01-01-2009,84.1,Class 4 (Very Unhealthy Air Quality)
151478,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,5,Staten Island,2009-2011,01-01-2009,67.9,Class 3 (Unhealthy Air Quality)
151479,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2009-2011,01-01-2009,26.5,Class 2 (Moderate Air Quality)
151480,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,102,Northeast Bronx,2009-2011,01-01-2009,42.2,Class 3 (Unhealthy Air Quality)
151481,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2009-2011,01-01-2009,73.6,Class 4 (Very Unhealthy Air Quality)
151482,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2009-2011,01-01-2009,58.1,Class 3 (Unhealthy Air Quality)
151483,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,105,Crotona -Tremont,2009-2011,01-01-2009,127.4,Class 5 (Hazardous Air Quality)
151484,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2009-2011,01-01-2009,113.1,Class 5 (Hazardous Air Quality)
151485,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2009-2011,01-01-2009,119.1,Class 5 (Hazardous Air Quality)
151486,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,201,Greenpoint,2009-2011,01-01-2009,26.9,Class 2 (Moderate Air Quality)
151487,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2009-2011,01-01-2009,43.5,Class 3 (Unhealthy Air Quality)
151488,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,01-01-2009,105.4,Class 5 (Hazardous Air Quality)
151489,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,204,East New York,2009-2011,01-01-2009,95.0,Class 4 (Very Unhealthy Air Quality)
151490,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,205,Sunset Park,2009-2011,01-01-2009,39.1,Class 2 (Moderate Air Quality)
151491,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,206,Borough Park,2009-2011,01-01-2009,15.4,Class 1 (Good Air Quality)
151492,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2009-2011,01-01-2009,65.9,Class 3 (Unhealthy Air Quality)
151493,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2009-2011,01-01-2009,49.8,Class 3 (Unhealthy Air Quality)
151494,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01-01-2009,13.7,Class 1 (Good Air Quality)
151495,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2009-2011,01-01-2009,24.0,Class 2 (Moderate Air Quality)
151496,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2009-2011,01-01-2009,113.7,Class 5 (Hazardous Air Quality)
151497,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,301,Washington Heights,2009-2011,01-01-2009,41.7,Class 3 (Unhealthy Air Quality)
151498,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2009-2011,01-01-2009,130.4,Class 5 (Hazardous Air Quality)
151499,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,303,East Harlem,2009-2011,01-01-2009,135.2,Class 5 (Hazardous Air Quality)
151500,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,304,Upper West Side,2009-2011,01-01-2009,24.1,Class 2 (Moderate Air Quality)
151501,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,305,Upper East Side,2009-2011,01-01-2009,9.3,Class 1 (Good Air Quality)
151502,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2009-2011,01-01-2009,24.6,Class 2 (Moderate Air Quality)
151503,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2009-2011,01-01-2009,19.6,Class 1 (Good Air Quality)
151504,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2009-2011,01-01-2009,8.9,Class 1 (Good Air Quality)
151505,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2009-2011,01-01-2009,42.5,Class 3 (Unhealthy Air Quality)
151506,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,310,Lower Manhattan,2009-2011,01-01-2009,27.0,Class 2 (Moderate Air Quality)
151507,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2009-2011,01-01-2009,27.1,Class 2 (Moderate Air Quality)
151508,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,402,West Queens,2009-2011,01-01-2009,16.1,Class 1 (Good Air Quality)
151509,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,403,Flushing - Clearview,2009-2011,01-01-2009,10.5,Class 1 (Good Air Quality)
151510,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,404,Bayside - Little Neck,2009-2011,01-01-2009,7.8,Class 1 (Good Air Quality)
151511,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2009-2011,01-01-2009,16.6,Class 1 (Good Air Quality)
151512,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,406,Fresh Meadows,2009-2011,01-01-2009,20.7,Class 2 (Moderate Air Quality)
151513,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,407,Southwest Queens,2009-2011,01-01-2009,35.0,Class 2 (Moderate Air Quality)
151514,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,408,Jamaica,2009-2011,01-01-2009,54.1,Class 3 (Unhealthy Air Quality)
164874,383,Sulfur Dioxide (SO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2008-09,12-01-2008,5.86,Class 1 (Good Air Quality)
151515,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,01-01-2009,35.5,Class 2 (Moderate Air Quality)
151516,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,410,Rockaways,2009-2011,01-01-2009,59.7,Class 3 (Unhealthy Air Quality)
151517,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,501,Port Richmond,2009-2011,01-01-2009,84.7,Class 4 (Very Unhealthy Air Quality)
151518,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,502,Stapleton - St. George,2009-2011,01-01-2009,58.1,Class 3 (Unhealthy Air Quality)
151519,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,503,Willowbrook,2009-2011,01-01-2009,22.3,Class 2 (Moderate Air Quality)
151520,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,504,South Beach - Tottenville,2009-2011,01-01-2009,15.9,Class 1 (Good Air Quality)
151521,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,1,New York City,2009-2011,01-01-2009,47.4,Class 3 (Unhealthy Air Quality)
151522,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2009-2011,01-01-2009,79.8,Class 4 (Very Unhealthy Air Quality)
151523,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,2,Brooklyn,2009-2011,01-01-2009,54.0,Class 3 (Unhealthy Air Quality)
151524,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,3,Manhattan,2009-2011,01-01-2009,43.2,Class 3 (Unhealthy Air Quality)
151525,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,4,Queens,2009-2011,01-01-2009,27.0,Class 2 (Moderate Air Quality)
151526,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,5,Staten Island,2009-2011,01-01-2009,37.9,Class 2 (Moderate Air Quality)
151527,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2009-2011,01-01-2009,22.3,Class 2 (Moderate Air Quality)
151528,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,102,Northeast Bronx,2009-2011,01-01-2009,32.2,Class 2 (Moderate Air Quality)
151529,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2009-2011,01-01-2009,43.6,Class 3 (Unhealthy Air Quality)
151530,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,104,Pelham - Throgs Neck,2009-2011,01-01-2009,34.2,Class 2 (Moderate Air Quality)
151531,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,105,Crotona -Tremont,2009-2011,01-01-2009,39.6,Class 2 (Moderate Air Quality)
151532,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,106,High Bridge - Morrisania,2009-2011,01-01-2009,38.2,Class 2 (Moderate Air Quality)
151533,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2009-2011,01-01-2009,43.6,Class 3 (Unhealthy Air Quality)
151534,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,201,Greenpoint,2009-2011,01-01-2009,10.3,Class 1 (Good Air Quality)
151535,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2009-2011,01-01-2009,20.5,Class 2 (Moderate Air Quality)
151536,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,01-01-2009,40.2,Class 3 (Unhealthy Air Quality)
151537,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,204,East New York,2009-2011,01-01-2009,29.8,Class 2 (Moderate Air Quality)
151538,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,205,Sunset Park,2009-2011,01-01-2009,10.8,Class 1 (Good Air Quality)
151539,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,206,Borough Park,2009-2011,01-01-2009,5.1,Class 1 (Good Air Quality)
151540,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2009-2011,01-01-2009,26.9,Class 2 (Moderate Air Quality)
151541,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,208,Canarsie - Flatlands,2009-2011,01-01-2009,21.5,Class 2 (Moderate Air Quality)
151542,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01-01-2009,5.0,Class 1 (Good Air Quality)
151543,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2009-2011,01-01-2009,8.1,Class 1 (Good Air Quality)
151544,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2009-2011,01-01-2009,41.2,Class 3 (Unhealthy Air Quality)
151545,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,301,Washington Heights,2009-2011,01-01-2009,18.3,Class 1 (Good Air Quality)
151546,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2009-2011,01-01-2009,38.1,Class 2 (Moderate Air Quality)
151547,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,303,East Harlem,2009-2011,01-01-2009,42.3,Class 3 (Unhealthy Air Quality)
151548,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,304,Upper West Side,2009-2011,01-01-2009,11.5,Class 1 (Good Air Quality)
151549,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,305,Upper East Side,2009-2011,01-01-2009,9.4,Class 1 (Good Air Quality)
151550,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,306,Chelsea - Clinton,2009-2011,01-01-2009,14.1,Class 1 (Good Air Quality)
151551,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2009-2011,01-01-2009,10.6,Class 1 (Good Air Quality)
151552,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2009-2011,01-01-2009,6.2,Class 1 (Good Air Quality)
151553,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2009-2011,01-01-2009,14.2,Class 1 (Good Air Quality)
151554,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,310,Lower Manhattan,2009-2011,01-01-2009,9.5,Class 1 (Good Air Quality)
151555,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,401,Long Island City - Astoria,2009-2011,01-01-2009,13.2,Class 1 (Good Air Quality)
151556,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,402,West Queens,2009-2011,01-01-2009,9.2,Class 1 (Good Air Quality)
151557,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,403,Flushing - Clearview,2009-2011,01-01-2009,11.2,Class 1 (Good Air Quality)
151558,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,404,Bayside - Little Neck,2009-2011,01-01-2009,8.5,Class 1 (Good Air Quality)
151559,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2009-2011,01-01-2009,16.0,Class 1 (Good Air Quality)
151560,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,406,Fresh Meadows,2009-2011,01-01-2009,13.6,Class 1 (Good Air Quality)
151561,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,407,Southwest Queens,2009-2011,01-01-2009,18.6,Class 1 (Good Air Quality)
151562,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,408,Jamaica,2009-2011,01-01-2009,28.3,Class 2 (Moderate Air Quality)
151563,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,409,Southeast Queens,2009-2011,01-01-2009,26.2,Class 2 (Moderate Air Quality)
151564,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,410,Rockaways,2009-2011,01-01-2009,23.6,Class 2 (Moderate Air Quality)
151565,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,501,Port Richmond,2009-2011,01-01-2009,21.2,Class 2 (Moderate Air Quality)
151566,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,502,Stapleton - St. George,2009-2011,01-01-2009,16.0,Class 1 (Good Air Quality)
151567,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,503,Willowbrook,2009-2011,01-01-2009,10.0,Class 1 (Good Air Quality)
151568,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,504,South Beach - Tottenville,2009-2011,01-01-2009,7.2,Class 1 (Good Air Quality)
151569,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,1,New York City,2009-2011,01-01-2009,22.7,Class 2 (Moderate Air Quality)
151570,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2009-2011,01-01-2009,37.8,Class 2 (Moderate Air Quality)
151571,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,2,Brooklyn,2009-2011,01-01-2009,20.9,Class 2 (Moderate Air Quality)
151572,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,3,Manhattan,2009-2011,01-01-2009,19.9,Class 1 (Good Air Quality)
151573,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,4,Queens,2009-2011,01-01-2009,17.0,Class 1 (Good Air Quality)
151574,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,5,Staten Island,2009-2011,01-01-2009,12.5,Class 1 (Good Air Quality)
151575,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2009-2011,01-01-2009,7.5,Class 1 (Good Air Quality)
151576,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,102,Northeast Bronx,2009-2011,01-01-2009,9.8,Class 1 (Good Air Quality)
151577,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2009-2011,01-01-2009,14.4,Class 1 (Good Air Quality)
151578,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2009-2011,01-01-2009,11.7,Class 1 (Good Air Quality)
151579,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,105,Crotona -Tremont,2009-2011,01-01-2009,18.9,Class 1 (Good Air Quality)
151580,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2009-2011,01-01-2009,16.4,Class 1 (Good Air Quality)
151581,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2009-2011,01-01-2009,16.0,Class 1 (Good Air Quality)
151582,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,201,Greenpoint,2009-2011,01-01-2009,3.5,Class 1 (Good Air Quality)
151583,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2009-2011,01-01-2009,6.6,Class 1 (Good Air Quality)
151584,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,01-01-2009,13.5,Class 1 (Good Air Quality)
151585,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,204,East New York,2009-2011,01-01-2009,11.5,Class 1 (Good Air Quality)
151586,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,205,Sunset Park,2009-2011,01-01-2009,6.5,Class 1 (Good Air Quality)
151587,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,206,Borough Park,2009-2011,01-01-2009,3.8,Class 1 (Good Air Quality)
151588,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2009-2011,01-01-2009,7.3,Class 1 (Good Air Quality)
151589,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2009-2011,01-01-2009,7.1,Class 1 (Good Air Quality)
151590,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01-01-2009,2.9,Class 1 (Good Air Quality)
151591,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2009-2011,01-01-2009,6.0,Class 1 (Good Air Quality)
151592,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2009-2011,01-01-2009,13.6,Class 1 (Good Air Quality)
151593,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,301,Washington Heights,2009-2011,01-01-2009,5.8,Class 1 (Good Air Quality)
151594,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2009-2011,01-01-2009,10.3,Class 1 (Good Air Quality)
151595,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,303,East Harlem,2009-2011,01-01-2009,17.4,Class 1 (Good Air Quality)
151596,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,304,Upper West Side,2009-2011,01-01-2009,2.8,Class 1 (Good Air Quality)
151597,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,305,Upper East Side,2009-2011,01-01-2009,1.4,Class 1 (Good Air Quality)
151598,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2009-2011,01-01-2009,2.8,Class 1 (Good Air Quality)
